#separator:comma
#html:false
#deck:JLPT N5 Vocabulary
#notetype:Basic
#tags column:3
赤,"red
あか · aka

赤が好きです。
I like red.",n5
青,"blue
あお · ao

青い空。
A blue sky.",n5
白,"white
しろ · shiro

白いシャツを着る。
I wear a white shirt.",n5
黒,"black
くろ · kuro

黒が似合う。
Black suits you.",n5
色,"color
いろ · iro

好きな色は何ですか。
What is your favorite color?",n5
大きい,"big
おおきい · ookii

大きい家。
A big house.",n5
小さい,"small
ちいさい · chiisai

小さい猫。
A small cat.",n5
長い,"long
ながい · nagai

長い髪。
Long hair.",n5
短い,"short
みじかい · mijikai

短い手紙。
A short letter.",n5
新しい,"new
あたらしい · atarashii

新しい本を買う。
I buy a new book.",n5
古い,"old (thing)
ふるい · furui

古い時計。
An old clock.",n5
高い,"tall; expensive
たかい · takai

値段が高い。
The price is high.",n5
安い,"cheap
やすい · yasui

安い店。
A cheap shop.",n5
早い,"early; fast
はやい · hayai

早く起きる。
I get up early.",n5
遅い,"late; slow
おそい · osoi

電車が遅い。
The train is late.",n5
いい,"good
いい · ii

今日はいい天気だ。
The weather is nice today.",n5
悪い,"bad
わるい · warui

気分が悪い。
I feel bad.",n5
暑い,"hot (weather)
あつい · atsui

今日は暑い。
It's hot today.",n5
寒い,"cold (weather)
さむい · samui

冬は寒い。
It is cold in winter.",n5
涼しい,"cool (weather)
すずしい · suzushii

朝は涼しい。
It's cool in the morning.",n5
暖かい,"warm
あたたかい · atatakai

春は暖かい。
Spring is warm.",n5
強い,"strong
つよい · tsuyoi

風が強い。
The wind is strong.",n5
弱い,"weak
よわい · yowai

日差しが弱い。
The sunlight is weak.",n5
近い,"near; close
ちかい · chikai

駅は近い。
The station is close.",n5
遠い,"far
とおい · tooi

駅は遠い。
The station is far.",n5
上,"up; above
うえ · ue

棚の上にある。
It's on the shelf.",n5
下,"down; below
した · shita

机の下にある。
It's under the desk.",n5
中,"inside; middle
なか · naka

箱の中に入っている。
It's inside the box.",n5
外,"outside
そと · soto

外で遊ぶ。
Play outside.",n5
前,"front; before
まえ · mae

駅の前で会う。
Meet in front of the station.",n5
後ろ,"back; behind
うしろ · ushiro

後ろを向く。
Look back.",n5
右,"right (direction)
みぎ · migi

右に曲がる。
Turn right.",n5
左,"left (direction)
ひだり · hidari

左に曲がる。
Turn left.",n5
人,"person
ひと · hito

優しい人。
A kind person.",n5
子供,"child
こども · kodomo

元気な子供。
A lively child.",n5
友達,"friend
ともだち · tomodachi

友達と遊ぶ。
Play with a friend.",n5
家族,"family
かぞく · kazoku

家族と旅行する。
Travel with family.",n5
父,"(my) father
ちち · chichi

父は医者です。
My father is a doctor.",n5
母,"(my) mother
はは · haha

母は優しい。
My mother is kind.",n5
兄,"older brother
あに · ani

兄は背が高い。
My older brother is tall.",n5
姉,"older sister
あね · ane

姉は学生です。
My older sister is a student.",n5
弟,"younger brother
おとうと · otouto

弟は小学生です。
My younger brother is an elementary student.",n5
妹,"younger sister
いもうと · imouto

妹は元気だ。
My younger sister is energetic.",n5
先生,"teacher
せんせい · sensei

先生に聞く。
Ask the teacher.",n5
学生,"student
がくせい · gakusei

私は学生です。
I am a student.",n5
学校,"school
がっこう · gakkou

学校へ行く。
Go to school.",n5
会社,"company
かいしゃ · kaisha

大きな会社。
A big company.",n5
会社員,"company employee
かいしゃいん · kaishain

父は会社員です。
My father is a company employee.",n5
銀行,"bank
ぎんこう · ginkou

銀行に行く。
Go to the bank.",n5
病院,"hospital
びょういん · byouin

病院へ行く。
Go to the hospital.",n5
駅,"station
えき · eki

駅で待つ。
Wait at the station.",n5
空港,"airport
くうこう · kuukou

空港に着く。
Arrive at the airport.",n5
バス,"bus
ばす · basu

バスに乗る。
Get on a bus.",n5
電車,"train
でんしゃ · densha

電車で行く。
Go by train.",n5
自転車,"bicycle
じてんしゃ · jitensha

自転車に乗る。
Ride a bicycle.",n5
車,"car
くるま · kuruma

車を買う。
Buy a car.",n5
道,"road; way
みち · michi

道に迷う。
Get lost on the way.",n5
交差点,"intersection
こうさてん · kousaten

交差点を右に曲がる。
Turn right at the intersection.",n5
信号,"traffic light
しんごう · shingou

信号を待つ。
Wait at the traffic light.",n5
橋,"bridge
はし · hashi

橋を渡る。
Cross the bridge.",n5
家,"house; home
いえ · ie

家に帰る。
Go home.",n5
部屋,"room
へや · heya

部屋を掃除する。
Clean the room.",n5
台所,"kitchen
だいどころ · daidokoro

台所で料理する。
Cook in the kitchen.",n5
風呂,"bath
ふろ · furo

風呂に入る。
Take a bath.",n5
トイレ,"toilet
といれ · toire

トイレはどこですか。
Where is the restroom?",n5
窓,"window
まど · mado

窓を開ける。
Open the window.",n5
ドア,"door
どあ · doa

ドアを閉める。
Close the door.",n5
机,"desk
つくえ · tsukue

机に座る。
Sit at the desk.",n5
椅子,"chair
いす · isu

椅子に座る。
Sit on a chair.",n5
ベッド,"bed
べっど · beddo

ベッドで寝る。
Sleep in the bed.",n5
本,"book
ほん · hon

本を読む。
Read a book.",n5
新聞,"newspaper
しんぶん · shinbun

新聞を読む。
Read a newspaper.",n5
雑誌,"magazine
ざっし · zasshi

雑誌を買う。
Buy a magazine.",n5
手紙,"letter
てがみ · tegami

手紙を書く。
Write a letter.",n5
写真,"photo
しゃしん · shashin

写真を撮る。
Take a photo.",n5
時計,"clock; watch
とけい · tokei

時計を見る。
Look at the clock.",n5
