#separator:comma
#html:false
#deck:JLPT N3 Vocabulary
#notetype:Basic
#tags column:3
以外,"except; besides
いがい · igai

家族以外は参加できません。
No one except family may participate.",n3
以来,"since
いらい · irai

卒業以来、東京に住んでいる。
I have lived in Tokyo since graduation.",n3
以後,"after; from now on
いご · igo

以後、気をつけます。
I will be careful from now on.",n3
以上,"more than; above
いじょう · ijou

18歳以上の方のみ。
Only those 18 or older.",n3
遠慮,"restraint; holding back
えんりょ · enryo

どうぞ遠慮なく食べてください。
Please help yourself.",n3
迷惑,"trouble; nuisance
めいわく · meiwaku

ご迷惑をおかけしました。
I'm sorry for the trouble.",n3
確認,"confirmation
かくにん · kakunin

予約内容を確認した。
I confirmed the reservation.",n3
連絡,"contact; communication
れんらく · renraku

後で連絡します。
I'll contact you later.",n3
相談,"consultation
そうだん · soudan

先生に相談した。
I consulted the teacher.",n3
予習,"pre-study; preparation
よしゅう · yoshuu

授業の予習をする。
I prepare for the class.",n3
復習,"review (study)
ふくしゅう · fukushuu

テスト前に復習する。
I review before the test.",n3
準備,"preparation
じゅんび · junbi

旅行の準備をする。
I prepare for the trip.",n3
予定,"plan; schedule
よてい · yotei

今日は予定がある。
I have plans today.",n3
予約,"reservation; booking
よやく · yoyaku

病院の予約をした。
I made a hospital appointment.",n3
途中,"on the way; in the middle
とちゅう · tochuu

途中で雨が降り出した。
It started raining on the way.",n3
必要,"necessary
ひつよう · hitsuyou

パスポートが必要だ。
A passport is necessary.",n3
不便,"inconvenient
ふべん · fuben

駅から遠くて不便だ。
It's inconvenient because it's far from the station.",n3
具合,"condition; state
ぐあい · guai

体の具合はどうですか。
How's your condition?",n3
値段,"price
ねだん · nedan

値段が高すぎる。
The price is too high.",n3
交通,"traffic; transportation
こうつう · koutsuu

交通が混んでいる。
Traffic is heavy.",n3
平均,"average
へいきん · heikin

平均点は70点だ。
The average score is 70.",n3
割合,"ratio; rate
わりあい · wariai

女性の割合が高い。
The ratio of women is high.",n3
費用,"cost; expense
ひよう · hiyou

費用がかかる。
It costs money.",n3
効果,"effect; effectiveness
こうか · kouka

この薬は効果がある。
This medicine is effective.",n3
方法,"method
ほうほう · houhou

方法を考える。
Consider a method.",n3
解決,"solution
かいけつ · kaiketsu

問題を解決する。
Solve the problem.",n3
状況,"situation
じょうきょう · joukyou

状況を説明する。
Explain the situation.",n3
例,"example
れい · rei

例を挙げる。
Give an example.",n3
賛成,"agreement; approval
さんせい · sansei

提案に賛成する。
Approve the proposal.",n3
反対,"opposition
はんたい · hantai

計画に反対する。
Oppose the plan.",n3
相当,"considerable; quite
そうとう · soutou

相当難しい問題だ。
It's quite a difficult problem.",n3
確か,"certain; if I remember right
たしか · tashika

確か彼は医者だ。
If I remember right, he's a doctor.",n3
適当,"appropriate; suitable
てきとう · tekitou

適当な方法を選ぶ。
Choose an appropriate method.",n3
管理,"management
かんり · kanri

時間を管理する。
Manage time.",n3
記録,"record
きろく · kiroku

記録を残す。
Keep records.",n3
知識,"knowledge
ちしき · chishiki

知識を身につける。
Acquire knowledge.",n3
